mz	rtime	id_number
220.9046	45.49	F4544
220.9046	63.88	F4545
188.9998	170.53	F4549
220.9418	163.79	F4550
220.9418	167.54	F4551
189.0023	170.15	F4553
189.0023	194.74	F4554
189.0042	194.74	F4555
221.0194	214.64	F4556
189.0181	197.83	F4559
189.0181	295.9	F4560
189.0191	198.23	F4561
189.0191	218.13	F4563
189.0191	296.28	F4564
189.0529	163.05	F4567
221.0642	50.86	F4568
221.0642	152.83	F4569
221.0642	158.14	F4570
221.0667	39.35	F4575
189.0665	144.44	F4577
221.0705	208.48	F4578
221.0763	197.05	F4579
189.0681	114.55	F4580
189.0681	119.41	F4581
189.0681	144.05	F4582
189.0694	134.69	F4585
189.0694	251.55	F4586
189.074	20.07	F4589
189.074	115.68	F4590
189.074	144.05	F4591
221.0812	20.81	F4592
221.0812	37.44	F4593
221.0812	133.54	F4594
221.0812	137.79	F4595
221.0853	16.31	F4596
189.0762	187.31	F4597
189.0762	210.01	F4598
189.0762	215.81	F4599
189.0785	21.57	F4600
221.0924	30.29	F4602
221.0924	101.05	F4603
221.0924	152.83	F4604
189.0873	242.29	F4607
221.1053	153.96	F4610
221.1118	153.2	F4611
189.0947	151.69	F4614
189.0987	193.2	F4615
221.1217	140.91	F4618
189.113	17.82	F4620
189.113	21.19	F4621
189.113	117.18	F4622
189.1141	116.81	F4630
189.1141	122.05	F4631
221.1504	259.64	F4636
221.154	21.57	F4637
221.1706	70.01	F4641
189.1237	146.73	F4643
189.1237	188.86	F4644
189.1276	99.18	F4648
189.1318	185.4	F4650
189.1349	253.88	F4652
221.1755	157.75	F4654
189.1389	100.68	F4660
117.9303	170.91	F4661
189.1601	101.05	F4663
189.1601	157.37	F4664
189.1601	197.44	F4665
189.1601	293.99	F4666
221.9053	164.92	F4672
189.164	21.57	F4674
189.164	99.93	F4675
189.164	113.42	F4676
221.9911	203.62	F4677
221.9911	208.87	F4678
189.1794	283.93	F4679
221.9982	152.44	F4680
222.0017	278.54	F4685
189.9799	198.62	F4686
189.9878	166.06	F4688
222.0054	296.28	F4691
222.0433	15.55	F4693
222.0527	21.19	F4694
222.0527	24.96	F4695
190.0171	16.31	F4696
190.0171	18.95	F4697
190.0242	166.8	F4698
222.0556	296.67	F4700
190.0454	168.66	F4701
222.0765	22.72	F4703
222.0765	215.81	F4705
222.0765	234.24	F4706
222.0799	218.51	F4708
222.0958	30.29	F4714
222.0958	101.43	F4715
222.0958	152.83	F4716
190.0501	108.92	F4719
190.0501	116.81	F4720
190.0501	125.03	F4721
190.0501	136.62	F4722
190.0501	153.58	F4723
222.0981	99.56	F4727
222.0981	148.64	F4728
222.1103	156.6	F4729
190.0726	9.78	F4736
190.0726	16.31	F4737
190.0726	134.69	F4738
190.0726	143.27	F4739
190.0751	115.3	F4741
190.0751	119.78	F4742
190.0751	143.66	F4743
222.157	21.57	F4744
93.1442	172.04	F4746
190.0776	115.3	F4747
190.0776	119.78	F4748
190.0776	144.05	F4749
222.1605	100.68	F4752
190.0865	145.96	F4754
222.1856	7.1	F4755
190.0907	243.82	F4756
190.0978	21.57	F4757
222.9	63.88	F4759
222.9	164.54	F4760
190.1077	165.68	F4762
190.1077	192.41	F4763
190.1189	200.93	F4766
190.1189	214.64	F4767
222.9608	166.06	F4771
222.9608	189.25	F4772
222.9608	220.45	F4773
222.9608	230.04	F4774
222.9608	246.51	F4775
222.983	202.46	F4776
222.9934	82.63	F4779
117.9579	95.43	F4781
223.0024	278.54	F4782
223.0201	178.04	F4786
117.9895	295.14	F4792
223.064	16.31	F4799
190.1268	17.82	F4800
190.1268	188.86	F4802
190.1268	202.46	F4803
223.0714	19.69	F4805
223.0714	83.76	F4806
190.1318	255.03	F4807
190.1318	274.31	F4808
223.0751	16.69	F4809
118.0613	156.22	F4811
118.0613	187.31	F4812
190.1383	254.26	F4814
223.0868	20.44	F4815
223.0945	228.9	F4817
190.1441	22.34	F4819
190.1441	26.48	F4820
190.1441	77.29	F4821
190.1441	137	F4822
190.1441	187.7	F4823
118.0696	192.41	F4827
223.0969	235	F4829
190.1636	293.99	F4830
118.075	175.01	F4831
118.075	265.4	F4832
190.1809	81.48	F4834
118.0864	161.93	F4836
118.1228	101.05	F4843
190.9121	10.93	F4845
118.9717	175.01	F4847
119.0163	178.81	F4851
119.0191	279.69	F4852
190.9719	137	F4853
119.0354	85.28	F4855
223.155	21.19	F4856
119.0493	18.95	F4859
119.0493	164.54	F4860
190.993	184.28	F4863
190.993	192.01	F4864
119.0526	23.09	F4865
119.0647	187.7	F4868
191.0084	38.59	F4873
119.0687	145.58	F4874
119.0732	145.58	F4875
191.0214	16.69	F4876
191.0297	176.9	F4877
191.0297	180.76	F4878
191.0381	153.2	F4879
191.0381	220.05	F4881
223.1808	100.68	F4884
191.0406	200.93	F4886
191.0557	16.31	F4887
119.0836	19.32	F4889
119.0836	161.56	F4890
191.0657	134.69	F4891
191.0657	235.76	F4892
223.9034	164.92	F4893
191.0668	134.31	F4895
191.0668	234.62	F4896
223.9255	62.73	F4897
119.0857	18.19	F4898
223.9664	176.52	F4899
223.9724	166.43	F4900
223.9822	187.31	F4901
119.0898	161.93	F4902
223.9865	202.84	F4903
223.9865	210.39	F4904
119.0926	161.93	F4905
191.0704	21.96	F4906
223.9992	152.44	F4907
223.9992	279.31	F4908
191.0744	202.08	F4909
224.0017	45.49	F4910
224.0017	55.07	F4911
191.077	143.27	F4912
191.077	263.48	F4913
224.0088	164.92	F4914
224.0144	181.54	F4915
191.0818	112.3	F4916
224.0226	14.78	F4917
119.1261	17.08	F4919
119.1261	101.05	F4920
119.1261	134.69	F4922
191.0899	146.34	F4923
224.0636	16.31	F4924
224.0636	137.39	F4925
119.7204	146.73	F4926
119.9251	162.68	F4927
191.0919	238.43	F4930
119.9789	292.05	F4931
224.0673	16.31	F4932
224.0673	99.93	F4933
224.0673	128.89	F4934
224.0673	166.8	F4935
120.0033	197.44	F4937
224.0693	165.68	F4938
224.0708	15.16	F4939
191.0929	15.16	F4940
191.0929	24.21	F4941
224.0744	15.55	F4944
224.0744	137	F4945
120.0113	257.34	F4948
224.0784	14.78	F4951
120.0384	162.31	F4954
120.0446	20.44	F4958
120.0446	149.78	F4959
224.0954	140.12	F4960
224.0954	155.47	F4961
224.0954	197.05	F4962
224.0954	225.45	F4963
224.0979	152.44	F4966
120.0477	217.35	F4967
120.0477	256.19	F4968
224.1009	158.91	F4969
120.0528	164.17	F4970
120.0639	13.63	F4971
191.1226	68.86	F4973
191.1281	36.32	F4975
191.1281	49.33	F4976
191.1393	198.62	F4978
191.1393	260.79	F4979
224.1035	156.99	F4983
120.0657	76.52	F4985
120.0657	156.22	F4986
120.0657	198.62	F4987
224.1134	138.18	F4988
224.1134	147.11	F4989
224.1134	198.23	F4990
224.1259	177.28	F4993
224.1285	137.79	F4994
224.1397	20.44	F4995
224.1731	21.57	F4996
120.0809	145.96	F4997
120.089	18.19	F4998
224.1955	139.34	F5002
120.0905	18.19	F5004
120.0905	38.59	F5006
120.0905	161.93	F5007
120.0932	162.31	F5009
191.1473	77.29	F5010
120.1021	157.75	F5011
120.9664	168.29	F5018
120.9664	174.64	F5019
120.9791	294.76	F5020
120.9821	102.17	F5021
120.9821	142.09	F5022
224.2125	101.8	F5024
120.9874	168.29	F5025
120.9874	174.64	F5026
224.8982	161.56	F5027
224.8982	164.54	F5028
224.9731	178.81	F5029
191.9625	42.04	F5031
224.9807	187.31	F5033
191.9804	197.83	F5036
225.0067	32.16	F5037
225.0067	73.46	F5038
191.9835	42.81	F5039
191.9835	54.3	F5040
225.0097	279.69	F5041
225.0313	148.64	F5042
225.0313	154.72	F5043
121.0285	134.69	F5046
121.0285	158.91	F5047
121.0285	191.62	F5048
121.0285	195.13	F5049
225.035	167.17	F5050
225.035	173.9	F5051
225.035	195.13	F5052
121.0398	43.57	F5054
225.0437	16.69	F5056
192.0036	144.44	F5058
192.0036	192.41	F5059
225.0512	148.64	F5060
192.0149	185.77	F5064
192.0167	202.84	F5065
225.0543	15.93	F5066
225.0543	202.08	F5067
121.0513	282.78	F5069
192.0247	167.54	F5070
192.0247	216.58	F5071
225.0612	16.31	F5072
225.0612	122.79	F5073
192.0327	15.16	F5074
192.0327	32.92	F5076
225.0659	18.19	F5077
192.0401	178.81	F5078
225.0708	15.16	F5079
225.0708	38.2	F5080
225.0708	107.06	F5081
225.0708	279.69	F5082
192.044	200.93	F5083
192.0485	130.04	F5084
192.0508	179.58	F5085
192.061	158.91	F5086
192.061	167.17	F5087
192.061	176.9	F5088
225.0727	17.08	F5090
225.0727	25.72	F5092
225.0727	38.2	F5094
225.0727	165.68	F5095
225.0727	179.2	F5096
225.0727	279.31	F5098
121.0691	198.62	F5099
192.0658	149.78	F5102
121.0762	99.93	F5103
121.0782	145.58	F5106
121.0797	186.53	F5107
192.0746	176.9	F5108
225.0784	22.34	F5112
225.0784	52.77	F5113
225.0784	137	F5115
121.0842	101.8	F5118
121.0842	145.96	F5119
225.0848	158.14	F5120
225.0848	199.78	F5121
121.0868	145.96	F5122
192.0852	42.81	F5123
225.1025	18.56	F5127
192.1056	22.72	F5131
192.1056	121.67	F5132
192.1056	142.09	F5133
225.1101	228.13	F5134
225.1101	287.41	F5135
225.1213	192.01	F5136
192.1134	22.34	F5137
192.1234	197.83	F5138
192.1427	260.03	F5139
121.1013	17.08	F5140
192.1498	280.08	F5142
121.1055	158.14	F5143
225.1319	137.79	F5146
225.1355	153.2	F5150
192.175	8.63	F5151
192.9073	164.17	F5154
122.0237	50.48	F5157
122.0272	152.44	F5158
122.0272	176.52	F5159
122.0272	273.14	F5160
122.0272	285.87	F5161
192.9909	45.88	F5163
192.9989	213.86	F5164
193.0123	140.12	F5170
93.1795	120.53	F5174
193.0208	189.25	F5176
122.0432	43.96	F5177
225.1795	100.31	F5179
225.1853	21.57	F5183
122.0638	23.09	F5192
122.0638	148.25	F5193
193.0354	34.07	F5196
193.0354	53.15	F5197
122.0731	114.92	F5199
225.9705	163.42	F5200
122.0757	149.78	F5201
225.9776	186.91	F5202
122.0876	145.96	F5203
193.0611	12.1	F5204
226.0105	280.08	F5207
226.0124	183.13	F5211
226.0124	188.09	F5212
193.0692	80.71	F5213
193.0692	149.78	F5215
226.0171	65.03	F5216
226.0215	279.31	F5217
193.0862	37.82	F5222
226.0387	167.17	F5223
226.0387	219.28	F5224
226.0455	168.29	F5225
226.0455	173.53	F5226
193.0952	166.8	F5227
193.0952	180.36	F5229
193.0975	30.66	F5231
226.0506	15.16	F5232
226.0506	18.56	F5233
226.0506	29.53	F5234
226.0506	32.92	F5235
226.0506	104.43	F5238
226.0506	113.79	F5239
226.0506	201.69	F5240
193.0992	177.28	F5242
193.1015	17.08	F5243
193.1015	23.46	F5244
193.1015	135.08	F5245
122.1049	17.08	F5246
226.0524	14.78	F5248
226.0524	18.95	F5249
226.0524	104.05	F5250
226.0524	202.08	F5252
226.0524	208.48	F5253
193.1055	147.11	F5254
193.1055	153.2	F5255
193.1055	193.98	F5256
193.1055	197.83	F5257
226.0609	16.31	F5258
226.074	18.19	F5263
226.0825	21.96	F5265
226.0825	83.38	F5266
226.0825	99.93	F5267
226.0825	148.64	F5268
226.0866	265.02	F5270
226.0897	130.81	F5271
226.0956	164.17	F5272
226.0956	177.28	F5273
193.1093	122.79	F5275
226.1054	184.28	F5277
226.1078	37.06	F5278
226.1191	194.74	F5280
226.1325	137.79	F5282
226.1351	138.18	F5283
226.1554	17.82	F5286
226.1554	99.56	F5287
226.1554	155.84	F5288
193.1268	197.83	F5292
193.1387	66.94	F5299
226.1637	127.75	F5303
226.1637	137	F5304
193.1441	20.07	F5306
193.1566	63.88	F5310
226.2049	254.26	F5312
226.9737	163.42	F5318
226.9809	187.31	F5319
94.0317	161.93	F5320
94.0317	211.54	F5321
226.983	279.69	F5322
94.0401	85.65	F5323
226.9883	167.92	F5325
226.9883	173.9	F5326
94.0452	279.31	F5327
227.0074	276.62	F5328
227.0223	18.56	F5330
227.0223	279.31	F5331
94.9298	163.42	F5332
227.0276	173.9	F5334
95.0129	31.78	F5335
95.0129	202.08	F5337
95.0203	157.37	F5340
227.0344	15.55	F5341
227.0344	194.74	F5343
227.0344	216.96	F5344
95.0242	11.71	F5345
227.0425	168.29	F5347
227.0425	173.15	F5348
193.9759	197.83	F5352
227.053	19.32	F5353
193.9862	212.33	F5355
193.9984	167.17	F5356
227.0643	228.9	F5358
194.0225	161.93	F5360
194.0225	168.29	F5361
194.0225	174.27	F5362
194.0493	160.45	F5365
194.0493	211.94	F5366
194.0493	220.84	F5367
194.0562	99.93	F5371
194.0704	127.36	F5373
194.0704	133.16	F5374
96.0113	228.9	F5376
96.0113	282.78	F5378
194.079	158.91	F5379
227.0795	144.05	F5382
194.0895	37.44	F5383
96.0445	16.69	F5384
96.0445	39.35	F5385
194.1013	30.29	F5386
227.0858	99.93	F5387
194.104	24.59	F5389
194.104	34.44	F5390
194.104	137.79	F5392
227.1005	200.55	F5397
194.1156	158.14	F5398
194.1156	166.8	F5399
194.1156	176.14	F5400
194.1156	228.9	F5402
194.1156	270.44	F5403
194.1156	287.02	F5404
227.1031	220.05	F5406
227.1086	183.9	F5407
227.1144	256.96	F5408
227.1144	270.82	F5409
227.1182	18.19	F5410
227.1254	34.82	F5411
227.1254	94.32	F5416
96.0684	190.04	F5417
96.0684	268.5	F5418
96.0684	284.31	F5419
96.0719	154.72	F5421
96.0786	160.82	F5422
96.0786	166.06	F5423
122.2058	92.06	F5425
227.1431	18.56	F5426
227.1431	22.34	F5427
194.1637	6.71	F5435
194.1637	62.73	F5437
194.8551	142.09	F5439
194.996	18.95	F5442
194.996	23.09	F5443
194.996	167.17	F5444
195.0016	167.17	F5449
195.0058	264.25	F5450
227.2145	251.16	F5453
227.2486	86.42	F5455
227.2486	100.31	F5456
195.0182	295.52	F5459
227.9686	163.42	F5460
195.0248	175.39	F5461
195.0248	180.36	F5462
195.0248	273.92	F5463
227.9758	81.86	F5464
227.9758	128.13	F5465
227.9758	136.23	F5466
227.9781	187.31	F5467
195.026	152.83	F5468
195.026	161.56	F5469
195.026	273.14	F5471
195.0378	185.77	F5475
195.0378	249.62	F5476
227.992	155.47	F5478
227.9966	37.06	F5480
228.0048	43.19	F5482
195.0634	151.31	F5484
228.0068	185.77	F5487
228.0068	213.86	F5488
228.0068	220.45	F5489
228.0108	160.45	F5490
228.0108	166.43	F5491
228.0108	176.9	F5492
228.0129	10.55	F5495
228.0161	43.57	F5501
228.0161	188.09	F5502
228.0225	171.67	F5503
228.0309	15.55	F5508
228.0309	43.96	F5509
195.0691	91.68	F5511
228.0461	167.92	F5514
195.0745	187.7	F5516
228.0552	156.6	F5518
228.0635	168.29	F5519
228.069	99.18	F5520
195.0767	49.71	F5521
228.0747	200.55	F5523
228.0805	178.81	F5524
228.0805	187.31	F5525
228.0833	143.66	F5526
195.088	20.07	F5527
228.0869	38.59	F5529
195.1211	184.28	F5533
228.1026	22.72	F5534
228.1064	214.25	F5537
228.1092	183.9	F5538
228.1288	93.19	F5544
228.1316	122.79	F5549
228.1316	128.89	F5550
195.1611	127.75	F5552
195.1688	93.57	F5557
195.1688	101.05	F5558
228.1387	5.95	F5559
228.1457	158.53	F5561
195.9541	180.76	F5563
195.9594	232.71	F5566
195.9686	296.28	F5567
195.9808	178.43	F5568
195.9896	197.44	F5569
195.9964	167.17	F5570
196.0091	1.69	F5571
196.0091	183.13	F5572
196.0091	194.36	F5573
196.0091	255.43	F5575
196.0091	258.11	F5576
196.0091	264.25	F5577
196.0091	291.29	F5578
196.0234	151.31	F5579
196.0583	137.39	F5584
196.0583	157.75	F5586
196.0674	126.97	F5592
196.0674	133.16	F5593
196.0697	192.41	F5594
228.2074	100.31	F5595
228.2689	99.93	F5600
228.9495	192.01	F5601
228.9625	158.53	F5603
196.0718	85.28	F5608
196.0718	156.6	F5609
228.974	176.9	F5612
228.974	197.44	F5613
228.9839	173.53	F5615
228.9948	158.14	F5616
228.9948	177.28	F5617
229.0152	43.96	F5621
229.0152	160.45	F5622
229.0152	166.43	F5623
229.0152	176.52	F5624
196.0734	156.22	F5628
196.0734	161.19	F5629
196.08	49.71	F5630
196.0832	26.48	F5631
196.0832	38.2	F5632
196.0913	20.07	F5636
229.0274	268.5	F5637
229.0385	258.88	F5639
229.0464	220.05	F5640
229.0489	139.72	F5642
229.0804	198.62	F5645
229.0862	15.93	F5647
229.0862	23.46	F5648
229.0862	36.32	F5649
229.0862	107.43	F5650
196.0947	156.99	F5652
196.0947	185.77	F5654
196.0947	198.23	F5655
229.0975	18.56	F5660
229.0975	211.94	F5661
229.1046	178.04	F5665
229.1046	196.67	F5666
229.1046	277.78	F5667
229.1187	55.07	F5669
229.1187	219.66	F5670
229.1187	223.93	F5671
196.1062	128.51	F5672
196.1062	166.8	F5673
196.1062	174.64	F5674
122.9247	2.45	F5675
122.9247	164.54	F5676
229.1225	18.56	F5677
122.9644	168.29	F5679
122.9644	175.39	F5680
229.13	211.54	F5682
196.1164	22.34	F5686
196.1164	158.14	F5691
123.0405	279.31	F5692
196.1226	184.66	F5693
196.1247	184.66	F5694
123.0442	164.54	F5696
123.0554	23.46	F5698
123.0748	158.14	F5701
123.0748	178.81	F5702
123.0748	283.54	F5703
123.0794	67.71	F5707
229.1438	120.91	F5708
229.1438	125.03	F5709
229.1551	216.96	F5712
196.8686	141.3	F5714
196.9512	265.79	F5722
196.9616	162.68	F5723
196.9616	166.43	F5724
196.9801	176.14	F5725
196.9827	211.54	F5726
123.0999	114.16	F5727
196.9859	176.52	F5728
229.2106	99.93	F5733
197.0414	216.96	F5740
197.045	152.44	F5741
197.0484	38.59	F5742
197.0484	43.19	F5743
197.0537	152.44	F5744
197.0537	176.14	F5745
123.9281	164.54	F5746
197.0561	75.76	F5749
197.0561	84.9	F5750
197.067	22.72	F5755
197.067	38.59	F5756
197.067	194.74	F5757
197.0712	18.19	F5759
229.9701	83.01	F5760
229.9735	186.91	F5761
124.0186	200.93	F5762
197.0785	104.81	F5763
197.0785	123.16	F5764
197.0785	128.89	F5765
229.9879	152.83	F5768
229.9879	157.75	F5769
124.0245	279.31	F5770
124.0371	202.08	F5771
197.0811	19.69	F5772
229.9993	43.57	F5774
229.9993	237.67	F5775
197.0844	28.78	F5776
197.0844	91.68	F5778
96.1673	95.06	F5779
197.0865	26.48	F5780
197.0865	38.59	F5781
197.09	176.52	F5783
197.09	195.9	F5784
197.0948	20.07	F5787
230.0105	43.96	F5788
230.0105	268.11	F5790
197.0993	141.69	F5791
197.0993	258.88	F5792
197.1012	23.46	F5793
197.1012	257.72	F5795
230.0165	279.69	F5796
124.0405	127.75	F5799
124.0405	132.77	F5800
124.0413	133.16	F5802
124.0413	279.31	F5803
230.0342	192.8	F5804
230.0379	177.28	F5805
124.0478	164.17	F5806
230.0457	186.91	F5812
230.0457	197.83	F5813
124.0507	23.09	F5814
230.0471	110.05	F5815
230.0471	127.36	F5816
230.0471	132.37	F5817
230.0471	186.15	F5818
230.0471	197.83	F5819
124.0588	23.46	F5821
124.0588	32.92	F5822
124.0588	176.9	F5823
124.1122	100.31	F5827
124.9228	164.54	F5829
230.0709	150.55	F5837
230.0709	155.84	F5838
124.986	281.61	F5839
124.9986	119.41	F5840
124.9999	118.3	F5841
124.9999	215.04	F5842
230.0776	218.51	F5843
230.0776	243.43	F5845
125.0056	158.91	F5846
125.0211	205.5	F5849
125.0211	279.69	F5850
230.0847	18.56	F5851
230.0847	158.91	F5853
230.0962	178.81	F5858
125.0234	13.63	F5860
125.0234	20.07	F5861
125.0234	31.41	F5862
125.0234	217.35	F5864
125.0253	279.31	F5865
125.0279	279.31	F5866
197.1482	14.4	F5867
197.1482	101.05	F5868
230.1143	201.69	F5873
230.1143	216.2	F5874
230.1156	219.28	F5876
125.0381	278.54	F5878
125.0427	23.46	F5880
230.1221	219.28	F5881
230.1221	223.93	F5882
230.1252	158.53	F5883
230.1297	138.96	F5885
230.1333	211.16	F5886
230.1391	155.84	F5887
230.1391	160.82	F5888
197.1652	99.93	F5889
230.1505	155.1	F5893
230.1505	188.48	F5894
230.152	154.72	F5897
230.152	177.66	F5898
230.152	216.96	F5899
125.0792	128.13	F5904
125.0792	140.12	F5905
125.0841	288.19	F5909
125.0905	269.29	F5910
230.1584	216.96	F5912
230.1655	101.05	F5914
197.202	24.96	F5917
197.202	42.04	F5918
197.9515	296.67	F5920
230.1867	154.72	F5921
230.1867	215.81	F5924
230.1867	221.61	F5925
197.9543	180.76	F5927
197.9613	139.34	F5931
197.9945	167.54	F5933
230.9702	83.38	F5934
230.9735	83.01	F5935
125.9727	1.69	F5936
230.981	163.42	F5937
197.9982	1.69	F5938
197.9982	264.25	F5939
230.9873	163.42	F5940
125.9865	296.28	F5942
198.0017	263.87	F5944
230.9994	43.19	F5945
126.0221	167.17	F5947
126.0221	279.31	F5948
198.0045	264.25	F5949
126.0287	278.93	F5950
126.0375	127.75	F5952
126.0375	132.37	F5953
198.0085	179.58	F5954
198.0085	237.29	F5955
198.0085	296.67	F5956
231.0107	44.34	F5957
231.0107	176.9	F5958
231.0138	43.96	F5959
126.0664	151.69	F5960
231.0242	183.13	F5965
231.0294	213.86	F5967
231.0357	210.39	F5968
126.0776	38.97	F5970
126.0776	81.86	F5971
126.0776	137.79	F5972
126.0915	23.84	F5975
126.1028	268.11	F5976
126.1028	284.31	F5977
231.0439	24.21	F5979
231.0439	29.16	F5980
231.0439	34.44	F5981
231.0439	51.25	F5982
231.0555	167.17	F5987
231.0555	219.66	F5988
231.0617	223.16	F5990
231.0617	240.73	F5991
198.0518	38.97	F5992
198.0518	165.3	F5993
198.0531	20.07	F5995
198.0531	41.66	F5996
198.0531	166.43	F5997
231.0655	15.93	F5999
231.0655	266.57	F6000
231.0655	292.83	F6001
231.0695	209.25	F6003
231.072	178.81	F6004
198.0586	19.32	F6005
231.0744	152.44	F6010
198.0625	20.44	F6011
198.0625	37.44	F6012
198.0625	86.8	F6013
198.0625	133.16	F6014
198.0625	277.78	F6015
231.0843	157.37	F6016
231.0881	158.53	F6017
198.0647	14.01	F6019
198.0647	99.93	F6020
198.0647	127.36	F6021
198.0647	131.98	F6022
231.0981	178.43	F6023
231.0981	200.55	F6024
198.0738	152.07	F6026
198.0764	37.06	F6027
198.0764	201.31	F6028
198.0764	233.86	F6029
96.185	120.53	F6030
198.0853	207.74	F6032
198.0853	228.13	F6033
198.0877	185.03	F6035
198.0934	195.52	F6038
231.1001	178.81	F6040
231.1097	208.87	F6042
231.1132	22.72	F6043
231.1132	50.48	F6044
231.1132	128.13	F6045
198.098	20.07	F6046
198.124	218.13	F6049
231.1236	219.28	F6052
231.1236	223.93	F6053
231.1283	158.53	F6054
231.1344	226.98	F6056
198.1322	155.84	F6059
198.1685	17.82	F6061
198.1685	99.93	F6062
198.1729	223.93	F6063
198.1729	230.42	F6064
198.9516	177.28	F6069
198.9732	132.77	F6072
198.9732	159.68	F6073
231.1456	190.44	F6075
231.1555	217.35	F6076
198.9894	159.68	F6077
198.9894	178.43	F6078
198.9894	190.83	F6079
198.9894	296.28	F6080
198.9957	176.52	F6081
96.1945	17.08	F6082
199.0166	202.46	F6083
199.0166	237.67	F6084
231.1592	18.56	F6085
231.1592	48.95	F6086
231.1592	98.42	F6087
231.1592	178.04	F6088
231.1592	216.96	F6090
231.1618	177.66	F6091
231.1618	216.96	F6092
231.1707	100.31	F6093
199.0393	296.28	F6094
231.182	275.09	F6095
231.1903	32.54	F6096
231.1903	154.34	F6097
199.0492	99.93	F6100
199.0564	166.43	F6101
199.0618	19.32	F6103
199.0618	42.04	F6104
199.0717	50.48	F6105
231.9844	163.42	F6107
199.0828	17.82	F6108
199.0828	50.48	F6109
199.0828	208.11	F6111
231.9977	43.19	F6112
232.0032	44.73	F6113
232.0032	84.13	F6114
232.0032	90.57	F6115
232.0061	14.4	F6119
232.0088	44.73	F6121
199.0886	99.18	F6122
199.0886	207.37	F6123
256.1184	152.44	F6125
232.0124	176.14	F6127
256.1304	130.43	F6129
199.095	20.07	F6131
199.095	75.37	F6132
256.1482	148.25	F6137
199.1013	20.07	F6139
256.1548	137.39	F6140
199.1041	20.07	F6141
232.0143	43.96	F6150
232.0143	194.74	F6151
256.2386	99.18	F6152
232.0233	207	F6153
232.0277	19.69	F6157
232.0277	44.73	F6158
199.1418	178.04	F6159
232.0441	127.36	F6160
232.0441	133.16	F6161
256.8513	19.32	F6162
256.9074	162.31	F6166
232.0511	217.35	F6167
256.9102	128.89	F6168
256.9102	137.79	F6169
232.0566	32.16	F6170
256.942	168.29	F6171
256.9576	179.2	F6173
199.1569	137.79	F6174
199.1569	140.91	F6175
256.9596	279.31	F6176
256.965	175.76	F6179
256.965	296.28	F6180
232.064	39.74	F6182
232.064	101.05	F6184
256.9828	162.68	F6185
256.9875	170.53	F6188
257.0048	187.7	F6189
232.0881	157.75	F6190
232.0927	179.2	F6192
232.0927	218.9	F6194
257.0753	130.81	F6195
257.0753	138.18	F6196
257.0753	233.47	F6197
199.1889	63.49	F6199
257.0924	20.07	F6200
232.0971	49.33	F6204
257.0967	220.84	F6205
257.1104	276.24	F6206
199.6586	140.91	F6207
232.1184	22.34	F6209
232.1184	199.4	F6210
257.1136	70.01	F6213
257.1136	199.4	F6214
257.1136	219.66	F6215
232.1298	215.81	F6216
257.1216	152.44	F6217
257.1248	218.9	F6219
257.1248	258.88	F6220
257.1248	264.63	F6221
232.1408	261.56	F6222
232.1494	190.83	F6223
232.1547	151.69	F6224
257.1287	21.96	F6226
257.1287	73.08	F6227
257.1322	92.06	F6229
232.1664	215.81	F6230
232.1664	248.46	F6231
257.1365	158.91	F6233
232.1744	126.97	F6236
232.1744	219.66	F6237
257.1476	161.93	F6238
232.1812	101.43	F6242
257.1501	123.16	F6244
257.1577	113.42	F6250
232.2024	144.82	F6251
232.2024	257.72	F6252
232.8113	163.79	F6253
232.9017	166.43	F6254
232.9667	176.14	F6255
257.1731	115.68	F6258
232.9857	15.55	F6260
232.9857	18.19	F6261
257.1865	137	F6265
257.1865	147.87	F6266
257.1865	158.14	F6267
257.1865	190.83	F6268
257.1904	5.16	F6269
257.1982	261.56	F6271
257.2228	98.8	F6274
257.2268	17.08	F6275
257.2268	137	F6276
233.0038	81.86	F6278
200.0234	296.28	F6280
200.0329	201.69	F6281
233.0071	83.76	F6282
233.0071	209.63	F6283
233.0071	217.35	F6284
96.209	108.54	F6286
257.9336	232.33	F6292
200.0345	162.31	F6294
200.0345	174.27	F6296
200.0345	200.93	F6297
200.0345	296.28	F6298
233.0117	14.78	F6299
233.0117	17.08	F6300
200.0362	20.44	F6302
200.0362	296.28	F6304
233.0275	20.44	F6305
233.0275	45.11	F6306
257.9686	296.67	F6308
233.0309	19.69	F6309
233.0309	44.73	F6310
233.0309	187.7	F6311
257.9771	146.73	F6312
257.9771	296.28	F6313
257.9832	147.11	F6314
200.037	173.53	F6315
257.9887	198.23	F6316
233.0452	197.83	F6320
257.9939	164.54	F6322
258.0056	166.06	F6324
258.0056	176.14	F6325
233.0597	192.41	F6326
233.0634	151.69	F6329
233.0634	155.47	F6330
258.0302	236.9	F6331
233.0789	163.42	F6334
233.0876	189.25	F6335
200.0429	296.28	F6336
258.0431	28.39	F6337
258.0431	34.44	F6338
233.0924	60.81	F6339
200.0443	152.83	F6340
200.0443	159.68	F6341
200.0443	295.52	F6342
233.0963	189.25	F6343
200.0512	166.43	F6344
233.1	159.3	F6345
96.2115	120.16	F6347
258.0754	23.46	F6350
258.0754	152.83	F6351
200.0576	165.3	F6354
233.1139	219.28	F6355
233.1139	230.42	F6356
200.0686	161.19	F6357
200.0686	174.27	F6358
200.0686	190.44	F6359
200.0686	205.13	F6360
233.1176	233.09	F6362
258.097	20.44	F6364
