mz	rtime	id_number
626.3953	117.92	F20230
626.3953	137.79	F20231
472.5563	127.75	F20232
472.5563	133.16	F20233
567.4361	26.86	F20235
626.5005	21.19	F20239
508.7923	49.71	F20242
626.8266	164.92	F20249
567.4611	11.33	F20250
472.9162	296.67	F20251
508.9624	178.81	F20252
472.9619	170.53	F20253
626.9258	99.18	F20254
626.9258	176.9	F20257
567.9119	180.36	F20259
567.9119	197.83	F20260
567.9119	253.49	F20261
567.9119	290.9	F20262
508.9919	167.92	F20265
508.9919	173.9	F20266
509.0474	23.46	F20267
509.0474	218.9	F20268
567.9472	98.8	F20270
567.9472	113.79	F20271
473.0434	14.78	F20273
473.0434	19.32	F20274
473.0434	102.91	F20275
473.0434	113.42	F20276
509.2221	195.13	F20277
473.0529	174.64	F20278
568.0169	21.57	F20279
568.0169	261.17	F20280
509.2808	17.45	F20281
509.3247	26.09	F20283
509.3361	144.44	F20286
509.3361	147.87	F20287
473.1559	21.57	F20288
509.3436	119.41	F20289
568.1946	15.93	F20290
473.1945	24.21	F20292
473.1945	52.77	F20293
568.3165	115.3	F20294
509.3585	6.33	F20295
568.3266	119.78	F20299
473.2031	24.21	F20300
473.2031	53.15	F20302
509.3808	120.16	F20303
627.0222	174.27	F20305
473.2303	160.45	F20306
627.1102	173.9	F20307
568.3405	117.92	F20308
627.2185	16.31	F20309
627.2185	19.69	F20310
509.4325	116.44	F20311
568.3488	140.51	F20312
473.2518	44.34	F20315
627.3355	175.39	F20318
473.2662	17.82	F20319
568.3893	24.96	F20321
509.4507	131.58	F20324
509.4507	140.91	F20325
568.4094	118.3	F20326
568.4094	119.78	F20327
568.4278	17.08	F20329
627.4425	17.45	F20331
473.3184	17.08	F20332
473.3184	20.44	F20333
627.5352	24.59	F20335
627.5352	102.54	F20336
627.6644	73.84	F20339
627.6644	97.29	F20340
627.83	161.56	F20342
627.83	164.54	F20343
473.3459	158.53	F20346
473.3459	167.17	F20347
473.3459	175.76	F20348
627.8683	161.56	F20352
627.8683	164.54	F20353
627.8683	176.52	F20354
473.3586	8.25	F20355
473.3586	74.99	F20356
509.9243	232.71	F20357
473.3627	21.19	F20358
473.3627	29.53	F20359
627.9456	158.91	F20361
627.9456	197.44	F20362
473.3822	9.4	F20364
473.3822	19.69	F20365
473.3822	28.78	F20366
473.3822	34.07	F20367
473.3822	78.05	F20368
473.5547	127.75	F20369
473.5547	131.98	F20370
473.9144	166.8	F20374
509.9792	218.9	F20376
473.9546	167.17	F20377
473.9546	296.28	F20378
510.0042	295.52	F20379
628.1958	16.31	F20381
474.032	172.78	F20382
510.0966	41.27	F20384
628.3854	137.39	F20387
474.0846	24.59	F20388
474.0846	33.3	F20389
568.4947	21.19	F20390
568.8767	177.28	F20392
568.9807	170.53	F20393
510.2245	195.52	F20394
569.1727	168.29	F20395
569.1727	175.76	F20396
510.2482	121.67	F20402
510.2836	110.44	F20403
510.2836	113.79	F20404
474.1983	24.21	F20410
474.1983	52.77	F20411
510.3201	122.79	F20412
569.3313	119.78	F20413
510.3281	26.09	F20416
569.344	117.92	F20419
510.3393	23.84	F20420
510.3393	144.44	F20421
510.3393	148.25	F20422
569.3525	140.51	F20423
569.4183	19.69	F20425
510.3561	119.04	F20426
510.3926	120.53	F20431
569.4758	5.55	F20434
569.4758	55.84	F20435
569.4758	70.39	F20436
569.4758	72.31	F20437
628.5387	23.46	F20438
628.5387	115.68	F20439
628.5529	16.69	F20441
474.2341	25.34	F20442
474.2341	160.45	F20444
628.8248	164.54	F20445
569.8837	177.66	F20447
474.2555	44.34	F20452
474.2555	79.95	F20454
510.4533	112.68	F20455
474.2697	17.82	F20456
628.921	98.8	F20458
628.921	175.76	F20459
569.9247	281.61	F20460
569.9387	167.17	F20461
628.9446	197.05	F20463
569.9841	170.53	F20465
570.051	173.15	F20466
629.1965	16.31	F20467
570.2702	182.34	F20468
629.3899	146.73	F20469
570.3104	166.06	F20472
570.3423	119.41	F20474
570.3468	117.55	F20475
629.5054	20.07	F20476
474.2918	136.62	F20477
474.2918	142.48	F20478
570.3563	117.92	F20479
629.8282	164.92	F20480
510.9481	175.76	F20482
511.0067	279.69	F20483
474.3282	23.84	F20484
629.9222	98.42	F20485
629.9222	176.14	F20486
511.0224	94.32	F20487
511.0224	96.18	F20488
474.3443	112.3	F20489
511.0683	216.96	F20490
511.0894	145.96	F20494
629.9693	172.04	F20495
511.216	144.44	F20497
474.361	3.99	F20498
474.361	45.49	F20499
474.361	110.82	F20500
630.194	16.31	F20501
511.2513	121.67	F20502
511.2544	143.27	F20503
511.2868	111.56	F20504
511.2868	114.16	F20505
474.4484	296.67	F20510
474.5536	127.36	F20511
474.5536	132.37	F20512
511.3041	23.46	F20513
474.7936	136.62	F20514
474.7936	145.2	F20515
630.4221	134.31	F20516
511.3246	31.41	F20520
511.3246	109.67	F20522
511.3246	122.79	F20523
630.8229	161.56	F20524
630.8229	164.92	F20525
474.8723	2.45	F20526
630.9391	157.37	F20529
630.9391	194.36	F20530
474.9624	220.05	F20532
570.5983	73.46	F20534
570.5983	96.92	F20535
474.9701	15.93	F20536
474.9765	175.76	F20537
474.9765	295.14	F20538
631.1946	16.31	F20539
631.1946	19.69	F20540
571.0162	276.62	F20543
571.0162	279.69	F20544
631.2416	137.39	F20545
474.9938	168.66	F20546
474.9938	173.53	F20547
511.3596	17.45	F20548
511.3596	119.04	F20549
571.0415	177.28	F20550
571.0544	172.78	F20551
475.0364	173.53	F20552
571.2897	138.18	F20554
511.3742	63.49	F20558
631.507	24.21	F20560
631.8264	164.54	F20563
511.3973	120.91	F20565
475.1718	22.34	F20566
475.1718	80.71	F20567
475.1718	112.3	F20568
632.1545	18.19	F20571
632.1928	16.31	F20572
511.4421	18.19	F20573
632.355	139.34	F20575
632.4007	149.78	F20578
511.8297	25.34	F20580
511.8297	110.05	F20582
571.36	117.55	F20584
632.4378	7.1	F20585
632.4378	21.57	F20586
632.8213	161.56	F20588
632.8213	164.92	F20589
571.4365	21.19	F20590
511.9036	163.79	F20592
511.9601	149.78	F20595
511.9601	155.84	F20596
632.9391	157.37	F20600
511.9805	220.05	F20601
511.9851	35.95	F20602
633.1575	16.69	F20604
633.1575	38.59	F20606
475.2725	17.82	F20607
633.2567	22.72	F20608
633.2567	139.72	F20609
571.4667	3.22	F20611
633.5225	24.21	F20614
475.3049	164.54	F20616
633.8634	163.79	F20619
571.4917	72.31	F20622
571.4917	74.61	F20623
475.3426	20.07	F20624
634.2605	139.72	F20626
475.3555	26.86	F20628
634.4095	111.19	F20629
475.3654	17.08	F20630
634.5409	17.45	F20632
635.2091	21.96	F20634
635.4136	110.44	F20636
475.3978	5.55	F20637
475.3978	20.07	F20638
475.3978	44.73	F20639
635.5383	5.55	F20640
635.5383	24.21	F20641
635.8586	163.42	F20642
636.2195	21.57	F20644
636.3896	111.93	F20646
636.3896	137.39	F20647
512.2379	66.18	F20649
636.401	125.41	F20651
571.8913	166.8	F20654
636.4254	110.82	F20655
512.2947	88.33	F20656
636.4622	109.29	F20658
476.1322	133.93	F20659
571.9318	12.48	F20660
571.9318	22.72	F20661
571.9318	155.84	F20663
571.9318	167.17	F20664
512.3356	124.28	F20667
512.3356	129.66	F20668
636.7899	183.9	F20669
476.1823	22.34	F20670
636.9772	172.41	F20671
512.362	119.78	F20672
572.056	173.53	F20673
476.1919	130.43	F20674
476.1919	140.51	F20675
512.469	114.92	F20677
637.1159	15.55	F20678
572.1281	95.43	F20679
476.2777	120.53	F20680
512.8754	164.17	F20681
512.8754	166.8	F20682
572.2836	22.34	F20683
512.9216	297.05	F20684
637.1609	18.56	F20685
512.9319	227.37	F20688
512.9319	230.81	F20689
512.9319	295.9	F20690
512.95	173.9	F20691
637.2904	183.13	F20692
512.9858	15.55	F20693
637.3073	16.31	F20694
512.9928	171.29	F20695
513.0335	215.43	F20696
637.4214	134.31	F20699
572.3367	111.93	F20700
572.3367	140.51	F20701
637.4293	110.82	F20702
572.3723	117.55	F20703
572.4333	11.33	F20704
637.4694	22.72	F20705
637.478	170.53	F20707
637.478	172.78	F20708
637.7896	181.54	F20709
638.0385	173.15	F20715
476.3693	17.08	F20718
572.9355	22.72	F20720
638.2217	260.79	F20722
572.9446	295.52	F20723
572.9688	168.66	F20725
572.9688	173.9	F20726
638.2352	22.72	F20728
476.3769	18.56	F20731
476.3769	111.93	F20732
573.0702	168.29	F20735
573.0702	173.9	F20736
638.3105	16.31	F20737
476.4008	12.48	F20738
638.3323	136.23	F20740
513.3126	23.09	F20742
513.3126	28.01	F20743
638.3393	15.93	F20744
573.2885	21.19	F20745
638.3556	161.56	F20746
573.3055	23.09	F20748
573.3055	137.39	F20749
573.3392	111.19	F20750
638.4048	109.67	F20751
638.4048	137.39	F20752
573.3765	117.92	F20757
476.9197	218.9	F20758
513.3391	124.28	F20759
513.3391	129.66	F20760
638.4314	110.82	F20762
476.9369	293.61	F20763
476.9674	214.25	F20764
476.9794	10.93	F20766
477.0016	43.57	F20767
477.0512	177.28	F20768
477.1047	150.55	F20769
513.3656	89.07	F20774
513.3656	98.42	F20775
573.4525	21.19	F20778
477.1626	202.08	F20779
513.4124	9.4	F20782
513.4124	81.86	F20784
513.8787	164.17	F20786
513.8787	166.8	F20787
573.4833	67.33	F20791
573.4833	103.3	F20792
573.4833	140.51	F20793
477.188	1.69	F20794
477.188	20.07	F20795
477.2141	113.42	F20797
477.2141	127.75	F20798
573.8896	166.43	F20799
573.9023	156.99	F20803
573.9023	193.2	F20805
573.9023	213.86	F20806
477.3108	23.46	F20808
477.3108	50.1	F20809
477.3582	19.32	F20810
477.3582	22.72	F20811
573.9203	277.78	F20812
639.0003	168.66	F20817
639.0003	173.15	F20818
477.3645	132.77	F20820
477.3645	140.91	F20821
573.926	2.45	F20822
573.9478	295.9	F20827
477.3712	9.02	F20829
477.3712	78.81	F20832
477.3816	16.69	F20834
639.2456	17.82	F20835
639.2456	21.57	F20836
574.0414	256.19	F20837
639.2948	18.56	F20839
639.3031	23.09	F20840
574.3177	124.28	F20841
639.3417	17.08	F20842
639.4087	137.39	F20845
477.3943	21.19	F20850
640.0037	168.66	F20851
640.0037	173.53	F20852
640.054	168.66	F20853
640.054	176.14	F20854
574.4556	21.19	F20855
574.4556	24.96	F20856
640.2502	17.82	F20857
640.2502	21.96	F20858
477.4133	11.71	F20860
477.4133	19.32	F20861
477.4133	44.73	F20862
640.2981	18.56	F20863
640.347	16.31	F20864
640.347	172.78	F20866
513.9763	219.66	F20867
640.3708	160.45	F20872
477.8963	162.31	F20874
574.9816	101.43	F20876
640.4089	137.39	F20878
514.0979	98.04	F20881
514.0979	260.79	F20882
478.0637	227.37	F20883
478.0724	16.69	F20884
514.1277	20.81	F20885
514.1277	44.73	F20886
478.1002	265.02	F20887
514.1712	130.43	F20888
514.1827	22.72	F20891
514.1827	68.09	F20892
575.1882	21.19	F20893
575.3207	123.91	F20894
514.2552	23.09	F20895
575.3395	143.66	F20896
575.3446	41.66	F20899
478.1722	218.51	F20902
575.468	21.19	F20903
478.1826	149.4	F20904
478.1826	187.31	F20905
478.1981	22.72	F20906
478.1981	121.29	F20907
514.3417	123.91	F20908
514.3417	129.66	F20909
575.4972	166.06	F20911
478.2075	161.19	F20912
575.5035	117.55	F20913
478.2179	128.13	F20915
478.2936	120.53	F20916
641.2616	22.34	F20920
641.301	18.56	F20921
641.3745	160.82	F20922
478.3136	23.46	F20925
576.1914	21.19	F20926
478.33	119.78	F20928
514.4239	19.32	F20929
514.8337	164.54	F20930
514.8735	164.54	F20931
514.8735	166.8	F20932
576.3751	21.96	F20935
576.3964	23.46	F20936
642.1545	18.56	F20937
642.2133	15.93	F20939
576.4116	20.81	F20941
642.2647	22.34	F20943
576.4675	21.19	F20944
642.3034	18.56	F20945
642.3826	14.78	F20946
642.3826	18.19	F20947
576.4716	21.19	F20948
478.9327	178.04	F20950
642.5171	20.07	F20951
642.5679	21.57	F20953
642.6036	17.08	F20954
479.0918	167.54	F20955
479.1046	263.48	F20959
479.1046	268.89	F20960
479.1854	149.78	F20963
576.9765	50.48	F20964
577.2038	22.34	F20967
643.3814	47.41	F20969
643.3814	104.05	F20970
643.3814	165.3	F20971
643.3814	176.52	F20972
643.3864	14.78	F20973
479.2015	22.72	F20975
515.0086	170.53	F20977
479.2113	161.19	F20978
515.0465	227.75	F20979
515.0465	233.47	F20980
643.4067	52.39	F20983
643.4067	110.44	F20986
643.4067	114.55	F20987
515.1016	260.03	F20988
515.1746	130.43	F20989
515.201	176.9	F20990
515.2122	88.33	F20991
643.6074	17.08	F20993
515.2199	176.52	F20994
515.2199	187.31	F20995
643.9083	109.29	F20996
643.9083	114.55	F20997
644.1523	127.36	F20999
515.3283	20.81	F21000
515.3283	35.19	F21002
644.2899	136.23	F21003
515.3454	124.28	F21004
479.2298	112.68	F21006
479.2787	164.17	F21007
515.3802	122.42	F21009
577.3726	164.54	F21012
479.297	18.19	F21014
479.297	120.53	F21015
577.4836	21.19	F21016
515.4044	11.71	F21017
515.4044	131.2	F21022
515.4044	140.91	F21023
644.4112	21.19	F21024
515.429	7.48	F21026
515.429	20.07	F21027
515.429	66.18	F21028
515.8372	164.54	F21029
479.3343	21.96	F21031
479.3343	119.04	F21033
644.8947	161.93	F21036
644.8947	167.54	F21037
644.8947	176.14	F21038
577.8693	103.3	F21042
577.8693	112.3	F21043
479.4041	17.82	F21045
479.4041	140.51	F21047
515.8766	166.8	F21050
515.8766	278.16	F21051
644.9551	139.34	F21052
644.9551	158.53	F21053
479.429	7.48	F21057
479.429	21.19	F21058
479.429	30.66	F21059
479.429	70.39	F21062
479.8533	162.68	F21063
645.2926	22.72	F21064
578.2083	96.92	F21065
578.2083	110.05	F21066
578.2141	21.19	F21067
645.4669	7.1	F21069
645.4669	23.09	F21070
645.4669	97.29	F21071
516.0121	170.53	F21072
578.2556	81.48	F21073
578.2556	117.18	F21074
578.2556	121.29	F21075
516.1293	174.27	F21076
516.1634	296.28	F21077
578.3394	141.69	F21078
516.2249	137.79	F21079
516.2387	21.19	F21080
578.3697	112.68	F21085
578.3937	119.04	F21086
578.4195	117.92	F21089
578.4871	21.19	F21091
516.3076	119.78	F21092
516.3316	21.19	F21096
480.1594	16.31	F21097
645.4987	116.44	F21098
578.9613	101.8	F21099
645.8957	166.06	F21100
578.9756	49.71	F21105
578.9756	101.43	F21106
579.1068	17.08	F21108
480.1869	219.66	F21109
480.2038	22.34	F21110
645.9471	98.8	F21111
645.9471	167.92	F21112
645.9471	176.9	F21113
579.2226	22.34	F21115
579.2226	89.07	F21117
579.2226	102.91	F21118
579.2226	149.78	F21119
579.2577	81.48	F21120
579.2939	137	F21121
579.3428	141.69	F21122
579.397	118.67	F21123
480.2096	6.71	F21124
480.2096	160.82	F21125
579.4521	14.4	F21126
480.2336	100.31	F21127
480.2336	113.42	F21128
480.273	96.18	F21129
579.4604	21.57	F21131
480.3	120.53	F21133
579.4893	21.19	F21134
480.3093	119.41	F21136
579.4995	21.19	F21137
516.8318	164.54	F21139
579.5613	125.8	F21140
516.8714	166.8	F21141
480.3355	13.63	F21142
480.3355	118.67	F21144
579.8274	164.92	F21145
480.3457	117.18	F21146
516.952	294.76	F21147
516.9669	168.66	F21148
516.9669	173.9	F21149
517.0135	170.53	F21150
517.0594	212.71	F21153
646.4104	110.82	F21155
646.4172	146.73	F21156
480.4276	17.82	F21160
580.0034	167.54	F21161
646.4533	21.96	F21163
517.1549	156.99	F21164
517.1549	228.51	F21165
580.1087	16.69	F21167
580.2297	22.34	F21168
517.1826	22.34	F21169
580.2975	137	F21170
580.3046	25.72	F21172
580.327	115.3	F21173
517.2169	10.17	F21174
517.2169	20.07	F21175
517.2169	64.26	F21176
517.2169	136.62	F21177
580.3444	143.66	F21178
580.3624	114.55	F21179
580.3996	113.42	F21181
580.4094	118.3	F21182
646.4717	22.72	F21183
646.4717	96.55	F21184
517.2525	20.81	F21185
517.2525	24.59	F21186
646.5025	20.81	F21189
646.5025	116.44	F21190
647.023	236.14	F21191
517.3321	97.67	F21192
480.8675	34.07	F21194
480.8675	179.2	F21195
480.9541	161.93	F21197
647.2362	126.97	F21198
480.9692	172.04	F21199
480.9692	224.69	F21200
480.9918	173.15	F21203
480.9918	175.39	F21204
647.5137	117.18	F21205
517.3723	19.32	F21206
517.3723	175.39	F21208
481.0244	35.56	F21209
481.062	213.48	F21211
517.3894	21.57	F21212
648.1607	141.3	F21213
481.0718	223.54	F21214
481.1199	164.17	F21215
517.3959	130.81	F21217
517.3959	140.51	F21218
481.1278	136.23	F21219
580.5027	21.19	F21221
517.4211	2.84	F21222
517.4211	20.07	F21223
517.4211	139.34	F21226
580.5596	127.36	F21228
580.8004	175.76	F21231
580.8624	163.79	F21232
648.3363	177.28	F21233
517.4447	9.02	F21234
517.4447	20.07	F21235
517.4447	31.41	F21236
517.4447	70.01	F21237
648.3687	156.99	F21239
517.8353	164.54	F21240
648.4261	110.82	F21244
648.518	116.81	F21245
648.955	176.52	F21246
481.2632	24.96	F21247
481.2632	167.17	F21248
481.2632	176.14	F21249
649.2518	130.04	F21250
649.2518	135.46	F21251
517.8518	177.28	F21252
517.8518	281.22	F21254
517.8518	290.9	F21256
481.2768	26.09	F21257
481.2803	129.28	F21258
649.4293	110.05	F21259
518.0164	170.15	F21261
518.1273	142.88	F21263
518.1273	253.11	F21264
650.2554	135.46	F21265
650.3984	137.39	F21266
650.4053	114.16	F21267
650.4053	135.08	F21268
481.2932	55.45	F21269
481.2932	95.43	F21270
481.3129	19.69	F21271
481.3129	23.84	F21272
481.3129	119.78	F21273
580.9299	180.76	F21276
580.9299	191.62	F21277
580.9448	179.97	F21279
580.9448	192.01	F21280
650.433	23.09	F21283
650.4414	110.05	F21288
581.2404	18.56	F21289
650.478	26.09	F21291
650.478	106.68	F21292
650.478	110.05	F21293
581.2938	23.46	F21295
650.5358	17.08	F21298
581.3095	136.62	F21300
518.3183	117.92	F21302
518.3183	136.62	F21303
518.3183	142.48	F21304
650.8807	175.39	F21305
581.3661	114.16	F21306
650.9042	296.28	F21307
581.4032	17.45	F21308
581.4032	113.79	F21309
581.4129	118.67	F21310
481.3495	117.18	F21312
650.9344	175.76	F21315
518.3237	119.41	F21316
518.3237	166.8	F21317
650.9839	170.15	F21319
651.2666	21.19	F21320
481.4011	19.32	F21322
481.4011	114.92	F21323
481.4011	118.67	F21324
581.5147	20.81	F21330
651.3721	146.34	F21331
651.409	8.63	F21337
651.409	113.42	F21338
518.3359	26.86	F21339
481.8504	164.92	F21341
651.4446	109.67	F21343
651.4816	110.44	F21345
481.9838	230.81	F21346
481.9838	251.16	F21347
581.9173	2.07	F21348
651.5331	24.21	F21350
482.0312	174.64	F21351
582.0076	174.64	F21352
582.2439	18.56	F21354
582.2974	116.81	F21355
651.6522	36.69	F21356
651.6522	104.05	F21359
482.2192	103.67	F21361
651.9873	170.15	F21363
582.3055	146.73	F21364
652.0544	172.78	F21365
582.3133	136.62	F21366
582.3423	141.3	F21368
652.2701	22.72	F21370
582.3675	114.16	F21371
582.379	143.27	F21374
482.2946	23.09	F21375
482.2946	100.31	F21376
482.2946	123.91	F21377
582.4249	118.67	F21378
482.325	120.16	F21380
482.3522	117.18	F21381
582.4311	35.19	F21383
482.3614	120.91	F21384
518.3696	79.95	F21386
652.4125	103.67	F21387
518.4059	79.56	F21389
652.4205	131.98	F21391
652.4205	133.93	F21392
652.4316	113.42	F21393
652.4476	109.67	F21394
582.7734	164.17	F21399
582.8212	167.17	F21401
482.4209	113.05	F21402
482.4572	10.17	F21409
518.495	17.08	F21412
518.8198	137	F21417
582.9736	294.76	F21419
518.83	161.56	F21422
518.83	164.54	F21423
582.9963	170.53	F21426
518.8728	179.2	F21427
583.0547	95.43	F21428
653.0578	173.15	F21429
482.8855	163.42	F21430
583.1813	139.34	F21432
583.1885	176.14	F21434
653.1268	17.08	F21435
482.9625	172.04	F21437
482.9866	233.09	F21438
583.2463	18.56	F21439
653.3554	127.75	F21444
518.8989	1.3	F21445
518.8989	99.93	F21448
653.3653	81.09	F21449
518.9139	296.28	F21450
483.1325	200.16	F21451
483.1325	202.84	F21452
583.2956	139.34	F21453
583.3096	146.34	F21455
483.1794	201.31	F21456
583.3256	136.23	F21457
483.2226	104.05	F21458
653.416	23.84	F21460
653.416	81.09	F21461
653.4245	131.98	F21463
653.4245	133.93	F21464
483.2488	129.28	F21465
483.2488	203.23	F21466
483.2488	210.01	F21467
653.4503	110.82	F21470
583.4149	17.82	F21471
583.4149	20.81	F21472
583.4285	118.67	F21473
519.14	16.31	F21475
483.3283	120.16	F21476
483.3434	74.99	F21481
483.3434	101.8	F21482
483.3434	135.08	F21483
483.366	120.91	F21484
583.4914	81.09	F21486
653.5488	24.21	F21488
519.3271	3.22	F21489
519.3271	22.34	F21490
519.3271	119.41	F21491
654.07	168.66	F21492
654.2563	21.96	F21493
519.3299	3.99	F21495
519.3299	44.34	F21496
519.3299	119.41	F21497
654.334	15.93	F21498
654.3585	128.51	F21500
583.9997	170.15	F21502
654.4005	113.42	F21504
654.4005	141.69	F21505
654.4005	143.66	F21506
584.0668	235	F21507
584.0668	247.69	F21508
654.4181	23.46	F21509
584.2493	18.56	F21510
519.4054	21.57	F21514
519.412	21.57	F21517
655.0732	168.29	F21519
519.4185	10.93	F21524
655.2893	18.56	F21527
584.2637	137.39	F21529
655.337	16.31	F21531
584.2858	177.28	F21532
584.2858	187.31	F21533
519.4354	139.72	F21536
655.3843	165.3	F21537
584.3297	136.23	F21540
655.4708	69.24	F21541
655.5643	24.21	F21542
584.4309	116.81	F21545
483.9714	137	F21548
483.9714	247.69	F21550
483.9714	252.72	F21551
483.9714	289.72	F21553
656.2723	18.95	F21554
656.2723	22.34	F21555
483.9831	167.92	F21558
483.9831	228.9	F21559
483.9831	238.05	F21560
484.0098	39.74	F21561
484.0211	230.42	F21562
484.0211	244.21	F21563
484.0211	293.99	F21564
656.4742	70.01	F21565
484.1607	131.58	F21566
484.1607	135.08	F21567
484.1986	123.16	F21568
484.2066	12.1	F21569
484.2066	19.69	F21570
484.2066	40.12	F21571
484.2066	73.08	F21572
656.5335	20.07	F21573
656.5335	90.57	F21574
484.234	113.42	F21576
484.234	116.81	F21577
656.5834	17.45	F21578
656.8386	163.79	F21579
657.2565	22.34	F21580
484.3043	126.97	F21581
484.3043	132.37	F21582
584.7796	164.54	F21584
657.5867	17.45	F21585
658.0695	131.98	F21586
520.1223	254.26	F21587
484.3317	120.16	F21588
584.8597	137.39	F21589
520.1411	16.31	F21591
520.2087	22.34	F21594
484.3677	120.91	F21596
585.0013	170.15	F21597
484.7889	35.56	F21603
484.7963	164.17	F21604
585.3758	99.93	F21606
484.9407	223.93	F21607
658.2883	111.93	F21608
484.9488	177.28	F21609
658.3604	116.81	F21610
484.9973	277.01	F21611
585.429	17.45	F21612
485.005	230.42	F21615
485.005	237.29	F21616
485.005	296.67	F21617
485.0146	176.52	F21618
585.4504	40.51	F21619
520.3407	119.04	F21621
585.4809	19.69	F21622
585.4809	131.98	F21625
520.3517	144.05	F21628
520.3517	151.31	F21629
585.507	8.63	F21630
585.9071	166.43	F21632
586.0248	173.9	F21635
658.7787	176.52	F21636
586.0351	270.44	F21637
520.4086	21.19	F21640
586.1319	246.51	F21641
659.2721	22.72	F21642
520.8333	180.36	F21644
586.2981	23.46	F21646
521.1202	16.69	F21647
586.3594	150.55	F21651
521.1264	200.93	F21652
521.1264	254.26	F21653
586.3802	99.93	F21654
738.5086	103.3	F21655
521.1383	16.31	F21656
521.1383	19.69	F21657
738.5445	24.59	F21658
738.5445	101.05	F21659
659.2915	111.93	F21660
586.7774	164.92	F21661
738.6062	17.08	F21663
521.2122	22.34	F21666
521.2122	110.05	F21667
586.9104	166.06	F21669
659.4306	24.96	F21670
659.4306	36.32	F21671
521.2403	122.42	F21675
659.4825	23.09	F21678
659.4825	97.29	F21679
739.5282	15.93	F21680
739.5489	100.31	F21681
521.3372	23.46	F21682
521.3372	55.07	F21683
740.4376	127.75	F21684
659.5159	20.81	F21685
659.5159	116.06	F21686
521.344	119.04	F21688
740.4649	23.84	F21689
740.4649	98.42	F21691
740.4649	105.19	F21692
521.3583	10.17	F21693
740.4993	232.33	F21695
740.5237	102.91	F21698
586.9511	98.8	F21700
740.5613	106.31	F21702
521.3822	158.14	F21706
660.2752	22.34	F21707
740.9946	225.83	F21708
521.4209	21.57	F21709
660.2942	22.72	F21710
660.2942	110.82	F21711
660.3758	119.78	F21713
660.3758	121.67	F21714
587.2871	22.72	F21715
660.4258	109.67	F21717
741.5272	23.46	F21718
741.5272	103.3	F21719
660.469	2.07	F21720
660.469	21.57	F21721
741.5646	40.12	F21722
741.5646	104.43	F21723
741.5646	106.68	F21724
660.488	23.09	F21725
660.488	98.04	F21726
521.4511	131.58	F21727
521.4511	141.69	F21728
742.2881	21.57	F21730
521.4755	80.71	F21731
742.5394	24.21	F21732
742.5394	104.43	F21733
742.5757	107.43	F21736
661.392	107.8	F21739
661.392	114.55	F21740
661.392	122.42	F21741
521.8343	174.27	F21742
742.6198	3.6	F21743
742.6198	8.63	F21744
742.6198	35.19	F21745
742.6198	56.59	F21746
742.9903	226.22	F21749
661.5304	116.44	F21750
661.9213	163.79	F21751
743.5437	25.34	F21752
743.5437	104.05	F21753
743.5789	107.8	F21754
662.4291	37.44	F21756
662.4291	62.34	F21757
662.4408	110.44	F21759
662.7934	164.54	F21760
662.9826	169.4	F21761
587.4301	21.19	F21762
744.304	22.34	F21763
744.5491	107.43	F21765
663.4449	110.05	F21766
744.5549	107.43	F21767
522.1801	128.13	F21768
522.1878	22.34	F21769
522.2039	217.75	F21771
663.4549	15.93	F21772
664.3709	157.37	F21773
664.4212	111.93	F21775
664.4323	125.03	F21777
587.4988	35.95	F21781
587.4988	140.51	F21785
744.5911	110.05	F21786
664.4584	15.93	F21787
664.7916	165.3	F21788
587.5226	8.25	F21789
587.5226	20.81	F21790
745.3071	21.96	F21796
587.5499	158.91	F21797
587.5499	214.25	F21798
664.9996	170.15	F21799
745.5584	107.43	F21800
522.2351	122.42	F21802
587.9053	166.43	F21806
745.5948	110.44	F21807
522.2458	130.04	F21809
522.2878	23.09	F21810
746.3103	21.96	F21812
587.9181	157.37	F21815
587.9181	194.36	F21816
746.5142	101.43	F21818
587.9347	197.05	F21820
587.9347	289.34	F21821
665.2468	121.29	F21822
665.2468	126.97	F21823
522.34	23.46	F21824
665.3007	50.86	F21825
665.3007	120.16	F21826
522.3474	120.91	F21827
665.3748	157.75	F21829
522.3562	118.67	F21830
522.3655	84.9	F21831
665.4205	111.19	F21835
665.4616	15.93	F21837
746.5701	109.67	F21839
665.9214	110.82	F21841
588.8627	164.54	F21842
666.0031	170.53	F21843
746.5987	108.17	F21844
522.4243	21.57	F21845
746.6071	115.3	F21846
746.6071	121.67	F21847
666.2513	126.97	F21850
747.0027	170.15	F21851
522.9595	251.16	F21852
522.9689	175.76	F21855
747.5169	101.43	F21856
588.9673	172.04	F21857
666.3921	112.3	F21858
666.3921	137.79	F21859
666.3921	142.09	F21860
589.0003	176.14	F21861
523.0241	224.69	F21863
666.4366	129.66	F21866
666.4366	130.81	F21867
747.535	23.09	F21868
747.535	100.68	F21869
589.3294	16.31	F21870
523.0993	18.19	F21873
747.5742	109.29	F21874
589.3413	82.25	F21875
523.1625	89.82	F21876
666.9879	171.29	F21877
747.6111	114.55	F21878
747.6111	122.05	F21879
667.0046	170.53	F21880
589.4473	21.19	F21881
748.0059	170.15	F21882
667.1793	15.93	F21883
667.2534	127.36	F21884
667.2995	51.25	F21885
589.4829	17.08	F21888
589.4829	21.57	F21889
589.4829	24.59	F21890
748.0365	23.09	F21891
748.0365	100.68	F21892
748.0365	168.66	F21893
667.4399	130.81	F21898
